symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,calloi,putoi
BABA,8/15/2019,0.3361,0.3238,0.3299,227313,88125,1082015,824189
BAC,8/15/2019,0.2991,0.3194,0.3093,428528,130739,2475579,2067877
BAH,8/15/2019,0.2554,0.2311,0.2432,323,24,5460,1079
BAL,8/15/2019,0.2442,0.2261,0.2352,1,0,677,3785
BAM,8/15/2019,0.1679,0.1940,0.1810,83,12,9388,3724
BANC,8/15/2019,0.3434,0.3421,0.3428,20,156,4055,2100
BAND,8/15/2019,0.4972,0.4002,0.4487,0,0,473,2573
BANR,8/15/2019,0.2705,0.2823,0.2764,0,0,268,73
BAP,8/15/2019,0.2907,0.2627,0.2767,0,10,103,113
BAS,8/15/2019,0.0000,0.0000,0.0000,0,0,467,73
BATRA,8/15/2019,0.5584,0.2723,0.4154,10,0,211,40
BATRK,8/15/2019,0.4619,0.3349,0.3984,20,0,312,26
BAX,8/15/2019,0.2040,0.2234,0.2137,249,36,15771,15558
BB,8/15/2019,0.4242,0.3673,0.3958,10909,1206,327308,116695
BBAR,8/15/2019,1.0004,0.7658,0.8831,79,1,50079,6393
BBBY,8/15/2019,0.6764,0.8196,0.7480,6366,63687,147096,221415
BBD,8/15/2019,0.3880,0.3744,0.3812,1451,1117,33805,90225
BBDC,8/15/2019,0.3110,0.2658,0.2884,0,0,549,322
BBH,8/15/2019,0.2384,0.2208,0.2296,0,1,802,784
BBL,8/15/2019,0.3445,0.5015,0.4230,0,33,5015,2579
BBSI,8/15/2019,0.3499,0.3630,0.3564,0,0,26,23
BBT,8/15/2019,0.2682,0.2289,0.2486,8830,338,50012,41249
BBU,8/15/2019,0.3156,0.2962,0.3059,40,4,758,124
BBVA,8/15/2019,0.4664,0.3098,0.3881,20,151,2601,13822
BBW,8/15/2019,0.8290,0.8684,0.8487,1,24,1610,324
BBY,8/15/2019,0.5445,0.5234,0.5339,4433,3837,48023,62727
BC,8/15/2019,0.3559,0.3984,0.3772,8,542,5916,10317
BCBP,8/15/2019,0.1719,0.3608,0.2663,0,0,225,7
BCC,8/15/2019,0.3825,0.3915,0.3870,7,2,982,550
BCE,8/15/2019,0.1517,0.1808,0.1662,9,21,2888,878
BCEI,8/15/2019,0.5973,0.5395,0.5684,10,0,743,176
BCI,8/15/2019,0.2937,0.1823,0.2380,0,0,0,0
BCLI,8/15/2019,0.8606,1.1437,1.0021,119,10,5525,7531
BCO,8/15/2019,0.3050,0.3020,0.3035,55,0,1129,582
BCOR,8/15/2019,0.4199,0.4202,0.4200,2,0,435,337
BCOV,8/15/2019,0.5143,0.3615,0.4379,0,0,2984,3959
BCPC,8/15/2019,0.3634,0.5663,0.4648,0,11,99,15
BCRX,8/15/2019,1.3074,0.9577,1.1326,6,1,4931,2454
BCS,8/15/2019,0.4081,0.2716,0.3398,247,1089,68604,48028
BCSF,8/15/2019,0.7274,0.7119,0.7196,0,0,12,0
BDC,8/15/2019,0.4448,0.4355,0.4402,0,13,1695,540
BDGE,8/15/2019,0.5847,0.5321,0.5584,0,0,1,0
BDN,8/15/2019,0.1831,0.1731,0.1781,0,0,157,80
BDSI,8/15/2019,0.6460,0.8722,0.7591,930,200,5948,1414
BDX,8/15/2019,0.2396,0.2443,0.2420,292,62,8465,7896
BE,8/15/2019,0.9416,0.9405,0.9410,1223,805,28807,6563
BEAT,8/15/2019,0.4541,0.4543,0.4542,120,183,6507,7460
BECN,8/15/2019,0.3607,0.3448,0.3528,14,5,984,2172
BELFB,8/15/2019,0.7525,0.7184,0.7354,0,0,103,72
BEN,8/15/2019,0.3302,0.3286,0.3294,252,146,15218,17518
BERY,8/15/2019,0.2869,0.2889,0.2879,232,2203,28849,11450
BEST,8/15/2019,0.7134,0.6048,0.6591,35,10,4442,1238
BF.A,8/15/2019,0.1940,0.1967,0.1954,0,0,156,56
BF.B,8/15/2019,0.3015,0.3177,0.3096,1,490,2019,1388
BFAM,8/15/2019,0.1993,0.2394,0.2194,17,0,377,1065
BFOR,8/15/2019,0.2446,0.2450,0.2448,1,0,239,0
BG,8/15/2019,0.2739,0.2906,0.2822,646,106,36601,11226
BGCP,8/15/2019,0.3541,0.2644,0.3093,92,66,5012,9054
BGFV,8/15/2019,1.0458,1.0458,1.0458,0,57,5857,503
BGG,8/15/2019,1.0080,0.4842,0.7461,2364,1084,2133,978
BGNE,8/15/2019,0.5589,0.5747,0.5668,61,22,2209,5773
BGS,8/15/2019,0.4148,0.4227,0.4188,148,255,22586,31540
BHC,8/15/2019,0.4155,0.4148,0.4152,12233,6296,215727,216355
BHE,8/15/2019,0.2860,0.3064,0.2962,4,0,336,213
BHF,8/15/2019,0.4360,0.4363,0.4362,91,3606,14379,23990
BHGE,8/15/2019,0.4233,0.4121,0.4177,4158,4524,13748,28628
BHLB,8/15/2019,0.3584,0.2608,0.3096,10,0,157,20
BHP,8/15/2019,0.2477,0.3857,0.3167,1947,278,41986,29962
BHR,8/15/2019,0.4521,0.5879,0.5200,0,0,530,238
BHVN,8/15/2019,0.7643,0.7460,0.7552,935,513,56626,12147
BIB,8/15/2019,0.5041,0.4906,0.4974,96,74,1914,2899
BID,8/15/2019,0.4951,0.4512,0.4732,1151,1495,3288,10554
BIDU,8/15/2019,0.5357,0.5331,0.5344,16147,6449,289410,222384
BIG,8/15/2019,0.6477,0.6575,0.6526,454,1329,13487,15324
BIIB,8/15/2019,0.3009,0.2918,0.2964,2308,1672,78565,70521
BIL,8/15/2019,0.0747,0.0791,0.0769,4,2,1716,3672
BILI,8/15/2019,0.6483,0.6261,0.6372,930,324,22627,43110
BIO,8/15/2019,0.2898,0.2900,0.2899,3,11,2291,285
BIOS,8/15/2019,0.0000,0.0000,0.0000,104,0,819,139
BIP,8/15/2019,0.1661,0.2446,0.2054,56,133,2217,4567
BIS,8/15/2019,0.5052,0.5424,0.5238,36,0,583,74
BITA,8/15/2019,0.6602,0.6759,0.6680,168,5,7451,7002
BIV,8/15/2019,0.0714,0.0700,0.0707,5,0,82,7
BJ,8/15/2019,0.5433,0.5344,0.5389,1065,392,8666,4851
BJK,8/15/2019,0.2211,0.2017,0.2114,1,0,182,146
BJRI,8/15/2019,0.4574,0.4559,0.4566,21,75,6500,2619
BK,8/15/2019,0.2801,0.2763,0.2782,1252,768,34148,41345
BKCC,8/15/2019,0.4011,0.3261,0.3636,10,16,339,191
BKD,8/15/2019,0.4022,0.4026,0.4024,90,0,2674,2561
BKE,8/15/2019,0.5547,0.5556,0.5552,18,20,2790,7581
BKEP,8/15/2019,0.0000,0.0000,0.0000,0,0,1224,130
BKF,8/15/2019,0.2334,0.2460,0.2397,0,0,77,64
BKH,8/15/2019,0.1692,0.2232,0.1962,39,3,277,59
BKI,8/15/2019,0.2382,0.2316,0.2349,0,0,1753,236
BKLN,8/15/2019,0.2197,0.2981,0.2589,20,382,5215,343830
BKNG,8/15/2019,0.2765,0.2672,0.2719,3646,6203,31839,61753
BKU,8/15/2019,0.3156,0.2759,0.2957,0,11,1320,1035
BKX,8/15/2019,0.2882,0.2969,0.2925,0,2,2,2
BL,8/15/2019,0.4344,0.4073,0.4208,12,11,3131,3680
BLCM,8/15/2019,1.4419,1.4718,1.4568,0,5,4983,319
BLCN,8/15/2019,0.2265,0.2252,0.2258,0,0,281,62
BLD,8/15/2019,0.3669,0.3738,0.3704,60,0,2198,5704
BLDP,8/15/2019,0.2605,0.5712,0.4159,216,232,9337,4188
BLDR,8/15/2019,0.3820,0.4072,0.3946,64,8,6166,4010
BLFS,8/15/2019,0.5550,0.9924,0.7737,0,1,147,287
BLK,8/15/2019,0.2637,0.3228,0.2932,958,1140,13529,23748
BLKB,8/15/2019,0.3864,0.3425,0.3645,0,6,194,616
BLL,8/15/2019,0.2550,0.2531,0.2540,1176,110,27120,15631
BLMN,8/15/2019,0.3564,0.3413,0.3488,28,1,18927,1680
BLNK,8/15/2019,0.8560,0.8735,0.8648,167,60,5716,2344
BLOK,8/15/2019,0.2519,0.2454,0.2486,8,13,1504,261
BLUE,8/15/2019,0.4740,0.4689,0.4714,191,103,18972,13102
BLV,8/15/2019,0.0000,0.0000,0.0000,0,0,21,16
BLX,8/15/2019,0.2914,0.2719,0.2816,10,0,952,276
BMA,8/15/2019,0.8884,0.8871,0.8878,976,820,7760,6685
BMCH,8/15/2019,0.3574,0.3046,0.3310,88,0,2514,777
BMI,8/15/2019,0.2708,0.2665,0.2686,2,1,443,496
BMO,8/15/2019,0.2203,0.2143,0.2173,244,575,3547,5672
BMRN,8/15/2019,0.3590,0.3419,0.3504,108,363,16069,27888
BMTC,8/15/2019,0.3095,0.3282,0.3188,0,0,11,23
BMY,8/15/2019,0.2703,0.2634,0.2669,7234,8332,464959,398096
BND,8/15/2019,0.0500,0.0600,0.0550,48,7,541,437
BNDX,8/15/2019,0.0554,0.0556,0.0555,36,10,295,542
BNED,8/15/2019,1.5138,1.5128,1.5133,1,11,1564,2099
BNFT,8/15/2019,0.5887,0.5878,0.5882,19,62,3515,3819
BNO,8/15/2019,0.3333,0.3382,0.3358,50,30,4048,1391
BNS,8/15/2019,0.2039,0.2022,0.2030,69,71,5853,3706
BOCH,8/15/2019,0.5305,0.2897,0.4101,0,0,0,1
BOH,8/15/2019,0.1830,0.2550,0.2190,1,0,624,239
BOIL,8/15/2019,0.7918,0.7989,0.7954,1412,157,17536,3897
BOKF,8/15/2019,0.3025,0.2962,0.2994,0,6,582,818
BOLD,8/15/2019,0.8193,0.6858,0.7526,8,77,1792,934
BOND,8/15/2019,0.0532,0.0555,0.0544,10,0,681,85
BOOM,8/15/2019,0.5775,0.5842,0.5809,69,113,12452,10352
BOOT,8/15/2019,0.5415,0.5405,0.5410,54,165,7636,3928
BOTZ,8/15/2019,0.2797,0.2793,0.2795,29,19,1721,1432
BOX,8/15/2019,0.5562,0.5353,0.5458,608,232,45925,24772
BP,8/15/2019,0.2439,0.2206,0.2322,12148,10694,219834,124339
BPFH,8/15/2019,0.0331,0.0203,0.0267,0,0,28,142
BPL,8/15/2019,0.3102,0.1890,0.2496,4,0,3294,7869
BPMC,8/15/2019,0.6131,0.6325,0.6228,1533,8,18126,5988
BPMP,8/15/2019,0.4998,0.4601,0.4800,5,6,698,820
BPOP,8/15/2019,0.3001,0.2984,0.2992,3,81,8408,6373
BPR,8/15/2019,0.4803,0.3802,0.4302,123,1,18942,851
BPT,8/15/2019,0.7276,0.9032,0.8154,83,60,15905,6273
BPY,8/15/2019,0.2162,0.2604,0.2383,226,16,5967,13051
BR,8/15/2019,0.2501,0.2771,0.2636,15,29,5156,3419
BRC,8/15/2019,0.5183,0.2948,0.4065,5,0,244,74
BREW,8/15/2019,0.7347,0.7356,0.7352,201,64,39569,3988
BRF,8/15/2019,0.3421,0.3360,0.3390,41,0,2097,34
BRFS,8/15/2019,0.5500,0.5482,0.5491,50,0,37548,2902
BRG,8/15/2019,0.3687,0.2620,0.3154,0,0,633,425
BRK.B,8/15/2019,0.2032,0.2003,0.2017,5113,5462,262463,203169
BRKL,8/15/2019,0.0893,0.0868,0.0880,0,50,1805,294
BRKMY,8/15/2019,0.6816,0.6816,0.6816,0,0,231,436
BRKR,8/15/2019,0.3460,0.3520,0.3490,8,2,7803,7331
BRKS,8/15/2019,0.4581,0.5018,0.4800,78,261,4447,1502
BRO,8/15/2019,0.2698,0.1954,0.2326,53,18,1559,63
BRSWQ,8/15/2019,0.0000,0.0000,0.0000,0,0,5580,348
BRX,8/15/2019,0.0000,0.0000,0.0000,2,0,1645,1177
BRY,8/15/2019,3.0001,2.9795,2.9898,0,0,17,1
BRZU,8/15/2019,0.9670,0.9896,0.9783,3269,1510,33564,29304
BSAC,8/15/2019,0.5710,0.3053,0.4382,0,0,19,36
BSBR,8/15/2019,0.0568,0.0598,0.0583,0,1,195,847
BSET,8/15/2019,0.8490,0.5493,0.6991,0,0,65,135
BSGM,8/15/2019,1.0523,0.9022,0.9772,19,0,2126,1130
BSM,8/15/2019,0.3458,0.2868,0.3163,2,92,1141,4215
BSMX,8/15/2019,0.0000,0.0000,0.0000,0,0,134,244
BSQR,8/15/2019,0.0000,0.0000,0.0000,0,8,43,9
BSRR,8/15/2019,0.2771,0.2668,0.2720,0,0,394,50
BSV,8/15/2019,0.2293,0.2630,0.2462,0,0,39,4
BSX,8/15/2019,0.2698,0.2648,0.2673,976,415,86296,37628
BTE,8/15/2019,0.0000,0.0000,0.0000,0,0,3615,464
BTG,8/15/2019,1.1165,1.1155,1.1160,286,1,15085,812
BTI,8/15/2019,0.3177,0.2981,0.3079,294,1621,19848,14777
BTN,8/15/2019,0.8116,0.8116,0.8116,0,0,619,289
BTU,8/15/2019,0.4797,0.5509,0.5153,117,22,3172,2601
BUD,8/15/2019,0.2640,0.2525,0.2582,2573,3111,83486,58844
BURL,8/15/2019,0.4487,0.4355,0.4421,385,1601,10600,12216
BUSE,8/15/2019,0.5949,0.3424,0.4686,0,0,71,11
BV,8/15/2019,0.5146,0.4113,0.4630,15,5,1774,23
BVN,8/15/2019,0.4479,0.4536,0.4508,143,44,21571,6007
BW,8/15/2019,1.4593,1.4578,1.4586,1,0,33,3
BWA,8/15/2019,0.3872,0.3977,0.3924,201,135,9060,16714
BWX,8/15/2019,0.1266,0.1234,0.1250,0,0,5,14
BWXT,8/15/2019,0.2687,0.2559,0.2623,1,27,2332,1769
BX,8/15/2019,0.3239,0.3085,0.3162,3580,2941,187365,184090
BXC,8/15/2019,0.5724,0.5796,0.5760,64,0,3617,2335
BXMT,8/15/2019,0.0969,0.1008,0.0988,48,214,919,1191
BXP,8/15/2019,0.2192,0.2156,0.2174,33,15,2813,3280
BXS,8/15/2019,0.4398,0.3274,0.3836,0,0,335,45
BYD,8/15/2019,0.4279,0.4169,0.4224,478,1876,22068,17874
BYND,8/15/2019,0.6079,0.7149,0.6614,115840,146520,227072,251807
BZH,8/15/2019,0.4868,0.4549,0.4708,63,181,17347,6664
BZQ,8/15/2019,0.6571,0.6905,0.6738,0,43,1888,1131
BZUN,8/15/2019,0.7308,0.7381,0.7345,1092,404,33274,35043
C,8/15/2019,0.3165,0.3164,0.3164,54648,51064,616974,611876
CAAS,8/15/2019,0.0000,0.0000,0.0000,0,0,242,145
CAC,8/15/2019,0.4991,0.2634,0.3812,0,0,0,51
CACC,8/15/2019,0.3093,0.2937,0.3015,10,252,1331,3733
CACI,8/15/2019,0.2904,0.2851,0.2878,251,245,1322,1250
CADE,8/15/2019,0.4109,0.4365,0.4237,57,45,7803,5629
CAE,8/15/2019,0.2513,0.2475,0.2494,55,7,692,267
CAF,8/15/2019,0.3853,0.7072,0.5462,2,0,753,285
CAG,8/15/2019,0.3099,0.3104,0.3102,1414,455,143640,58043
CAH,8/15/2019,0.3499,0.3319,0.3409,458,940,23147,32780
CAI,8/15/2019,0.4465,0.4386,0.4426,37,8,618,375
CAJ,8/15/2019,0.1800,0.2085,0.1942,3,15,438,438
CAKE,8/15/2019,0.3345,0.3253,0.3299,92,634,4265,7628
CAL,8/15/2019,0.8981,0.9389,0.9185,0,52,9289,3473
CALA,8/15/2019,0.5795,0.5752,0.5774,4,0,3514,998
CALM,8/15/2019,0.3119,0.2917,0.3018,104,86,7365,15788
CALX,8/15/2019,0.6243,0.4008,0.5125,0,9,1566,316
CAMP,8/15/2019,0.6603,0.5191,0.5897,36,55,2025,7320
CAMT,8/15/2019,0.4067,0.3907,0.3987,6,10,4461,9488
CANE,8/15/2019,1.3940,1.2409,1.3174,0,0,140,10
CAPL,8/15/2019,0.4177,0.5583,0.4880,0,0,1004,373
CAR,8/15/2019,0.4984,0.5002,0.4993,501,893,65383,65548
CARA,8/15/2019,0.5636,0.6115,0.5876,323,83,16835,9751
CARB,8/15/2019,0.3125,0.4338,0.3732,12,0,5799,1902
CARG,8/15/2019,0.4228,0.4106,0.4167,10,1079,2879,10298
CARS,8/15/2019,0.6870,0.5782,0.6326,343,146,59321,10676
CASA,8/15/2019,0.3822,0.3823,0.3822,92,0,3240,5798
CASH,8/15/2019,0.5498,0.3668,0.4583,10,0,674,32
CASS,8/15/2019,0.2785,0.2951,0.2868,0,0,33,60
CASY,8/15/2019,0.3187,0.3112,0.3149,181,36,1495,4334
CAT,8/15/2019,0.3061,0.3110,0.3086,11173,16080,186325,188860
CATM,8/15/2019,0.5127,0.5133,0.5130,5,4,2249,9556
CATO,8/15/2019,0.4971,0.6257,0.5614,36,102,864,691
CATS,8/15/2019,0.7728,0.8811,0.8270,478,184,1484,262
CATY,8/15/2019,0.3468,0.3532,0.3500,0,11,133,1385
CB,8/15/2019,0.2118,0.2186,0.2152,215,88,13801,9308
CBAY,8/15/2019,0.7445,0.7138,0.7292,15,3,13864,817
CBB,8/15/2019,0.9634,0.5980,0.7807,37,17,1822,1068
CBD,8/15/2019,0.5710,0.4141,0.4926,1,0,279,204
CBIO,8/15/2019,0.6958,0.6831,0.6894,0,5,3963,475
CBKC,8/15/2019,0.0000,0.0000,0.0000,0,0,51,0
CBL,8/15/2019,1.0214,0.9398,0.9806,147,55,20671,15786
CBLK,8/15/2019,0.5267,0.5138,0.5202,148,25,11272,5987
CBM,8/15/2019,0.0583,0.0573,0.0578,119,120,2686,3028
CBMG,8/15/2019,1.0853,0.9256,1.0054,0,12,83,101
CBOE,8/15/2019,0.2282,0.2404,0.2343,1191,1151,17274,10254
CBPO,8/15/2019,0.3881,0.3810,0.3846,18,4,7494,2975
CBPX,8/15/2019,0.3346,0.4545,0.3946,0,11,110,102
CBRE,8/15/2019,0.3020,0.2972,0.2996,40,63,4754,45721
CBRL,8/15/2019,0.2973,0.2771,0.2872,202,227,20087,6978
CBS,8/15/2019,0.3165,0.3241,0.3203,27786,2513,61056,59157
CBS.A,8/15/2019,0.2736,0.2736,0.2736,0,0,23,2
CBSH,8/15/2019,0.2033,0.2437,0.2235,0,10,268,764
CBT,8/15/2019,0.3843,0.4471,0.4157,3,42,262,854
CBU,8/15/2019,0.2743,0.3261,0.3002,0,0,160,116
CBZ,8/15/2019,0.5795,0.2708,0.4252,0,0,53,41
CC,8/15/2019,0.6894,0.6767,0.6830,775,2272,37499,67838
CCEP,8/15/2019,0.2177,0.2070,0.2124,90,5,2263,2405
CCI,8/15/2019,0.1970,0.2417,0.2194,1406,276,26758,22155
CCJ,8/15/2019,0.3678,0.3771,0.3724,4585,346,181687,34316
CCK,8/15/2019,0.2984,0.2997,0.2991,143,14,15125,14546
CCL,8/15/2019,0.2568,0.3157,0.2862,1517,2661,50640,52610
CCLP,8/15/2019,0.8120,0.8120,0.8120,0,0,6932,8026
CCMP,8/15/2019,0.3600,0.3553,0.3577,28,280,736,1866
CCNE,8/15/2019,0.1600,0.1498,0.1549,0,0,18,0
CCO,8/15/2019,1.0548,1.0548,1.0548,25,12,1785,442
CCOI,8/15/2019,0.2470,0.3057,0.2764,10,4,1096,187
CCRN,8/15/2019,0.5291,0.3898,0.4594,0,0,198,271
CCS,8/15/2019,0.3580,0.3505,0.3542,0,0,2296,244
CCXI,8/15/2019,0.6495,0.6538,0.6517,0,8,6847,8951
CDAY,8/15/2019,0.4283,0.4486,0.4384,5,8,3296,3644
CDE,8/15/2019,0.6458,0.6429,0.6444,2248,190,81340,15043
CDEV,8/15/2019,0.9332,0.9302,0.9317,0,0,5064,1268
CDK,8/15/2019,0.3411,0.2746,0.3078,285,393,3831,10786
CDMO,8/15/2019,0.5866,0.7229,0.6547,28,1,2917,418
CDNA,8/15/2019,0.7370,0.6930,0.7150,60,23,6811,1762
CDNS,8/15/2019,0.3491,0.3442,0.3466,190,218,14966,8340
CDR,8/15/2019,0.0000,0.0000,0.0000,0,5,247,45
CDTX,8/15/2019,0.0000,0.0000,0.0000,0,0,711,3
CDW,8/15/2019,0.2948,0.3031,0.2990,57,72,2815,2571
CDXC,8/15/2019,0.5002,0.5070,0.5036,0,0,738,183
CDXS,8/15/2019,0.5054,0.4301,0.4678,33,11,2201,913
CDZI,8/15/2019,0.2731,0.5465,0.4098,1,22,981,4881
CE,8/15/2019,0.2802,0.2751,0.2776,95,132,4346,5041
CECE,8/15/2019,0.7440,0.6609,0.7024,1,28,423,3148
CECO,8/15/2019,0.2984,0.2653,0.2818,7,16,6592,9332
CEIX,8/15/2019,0.4900,0.4751,0.4826,20,6,553,2824
CEL,8/15/2019,0.8404,0.8404,0.8404,21,10,204,570
CELG,8/15/2019,0.1477,0.1456,0.1466,1502,483,134760,228532
CELH,8/15/2019,1.8055,1.8443,1.8249,4,0,2026,24
CEMB,8/15/2019,0.0559,0.0573,0.0566,0,0,0,0
CENT,8/15/2019,0.4154,0.3724,0.3939,2,2,211,105
CENTA,8/15/2019,0.5596,0.5006,0.5301,2,1,78,24
CENX,8/15/2019,0.8634,0.6375,0.7504,202,52,7210,4922
CEO,8/15/2019,0.3305,0.3858,0.3581,13,79,3412,3146
CEQP,8/15/2019,0.2891,0.3136,0.3014,701,0,3867,1470
CERC,8/15/2019,0.0000,0.0000,0.0000,0,0,9,10
CERN,8/15/2019,0.2478,0.2450,0.2464,213,129,30345,42783
CERS,8/15/2019,0.2842,0.3925,0.3384,99,11,6886,4065
CETV,8/15/2019,0.2481,0.2481,0.2481,100,3,369,30
CEVA,8/15/2019,0.4315,0.4137,0.4226,21,15,482,254
CEW,8/15/2019,0.0000,0.0000,0.0000,0,0,9,0
CF,8/15/2019,0.3875,0.3713,0.3794,948,338,25320,26626
CFFN,8/15/2019,0.4947,0.4222,0.4584,0,0,284,893
CFG,8/15/2019,0.3676,0.2986,0.3331,28,131,9880,14801
CFR,8/15/2019,0.2698,0.3265,0.2982,7,13,745,2292
CFX,8/15/2019,0.3930,0.4103,0.4016,155,4,4131,3834
CG,8/15/2019,0.3919,0.3586,0.3752,722,237,32946,6719
CGBD,8/15/2019,0.6603,0.4433,0.5518,2,0,713,424
CGC,8/15/2019,0.6199,0.7477,0.6838,44293,40577,235597,137402
CGEN,8/15/2019,1.0333,1.2790,1.1562,11,0,2741,3282
CGIX,8/15/2019,0.0000,0.0000,0.0000,0,0,234,3
CGNX,8/15/2019,0.3980,0.4125,0.4052,16,766,5323,6355
CHAD,8/15/2019,0.2612,0.2579,0.2596,0,2,647,145
CHAP,8/15/2019,0.0000,0.0000,0.0000,0,0,519,264
CHAU,8/15/2019,0.5327,0.5236,0.5281,147,10,9085,4007
CHCO,8/15/2019,0.2716,0.2562,0.2639,0,1,175,81
CHD,8/15/2019,0.2105,0.2038,0.2072,249,57,2180,2149
CHDN,8/15/2019,0.2991,0.2903,0.2947,31,2,2254,520
CHE,8/15/2019,0.1961,0.2405,0.2183,2,40,358,288
CHEF,8/15/2019,0.4419,0.3683,0.4051,0,1,194,169
CHGG,8/15/2019,0.4397,0.4260,0.4328,703,2350,20616,12637
CHH,8/15/2019,0.2446,0.2378,0.2412,0,0,179,50
CHIC,8/15/2019,0.3825,0.3807,0.3816,0,0,1,40
CHIQ,8/15/2019,0.3484,0.3498,0.3491,10,0,354,143
CHIX,8/15/2019,0.2793,0.2419,0.2606,10,107,3939,762
CHK,8/15/2019,1.2494,1.2167,1.2330,15972,2888,946595,286071
CHKP,8/15/2019,0.2470,0.2451,0.2460,343,271,8241,15440
CHKR,8/15/2019,0.0000,0.0000,0.0000,3,0,253,22
CHL,8/15/2019,0.1803,0.2805,0.2304,824,250,15416,9017
CHMA,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
CHNG,8/15/2019,0.5376,0.5296,0.5336,593,7,684,236
CHRS,8/15/2019,0.7550,0.8187,0.7869,36,88,9794,2699
CHRW,8/15/2019,0.2395,0.2451,0.2423,212,4768,23150,32018
CHS,8/15/2019,0.8084,0.8446,0.8265,73,45,25508,20299
CHSP,8/15/2019,0.6078,0.2713,0.4396,0,0,1,4
CHT,8/15/2019,0.1874,0.1329,0.1602,4,0,295,290
CHTR,8/15/2019,0.2340,0.2385,0.2362,178,206,18111,26008
CHU,8/15/2019,0.3411,0.2576,0.2994,0,7,2835,6133
CHUY,8/15/2019,0.4131,0.3836,0.3984,19,0,564,12130
CHWY,8/15/2019,0.8135,0.8239,0.8187,15930,3020,85161,29939
CI,8/15/2019,0.3342,0.3291,0.3316,3699,1472,73742,48239
CIA,8/15/2019,0.6264,0.3010,0.4637,0,0,1120,74
CIB,8/15/2019,0.2247,0.2339,0.2293,0,0,5,1
CIBR,8/15/2019,0.3184,0.2944,0.3064,5,30,241,257
CIEN,8/15/2019,0.5620,0.5530,0.5575,2255,1899,46981,31894
CIG,8/15/2019,0.3149,0.3148,0.3148,3,0,2412,399
CIM,8/15/2019,0.1541,0.1531,0.1536,66,17,6820,11254
CINF,8/15/2019,0.2073,0.2270,0.2172,185,14,2948,2527
CIO,8/15/2019,0.3318,0.4236,0.3777,0,0,230,141
CIR,8/15/2019,0.4472,0.3983,0.4228,21,3,1373,1762
CISN,8/15/2019,0.4927,0.4672,0.4800,2,5,6070,7828
CIT,8/15/2019,0.3399,0.3464,0.3431,32,2080,3652,5616
CIVB,8/15/2019,0.5684,0.2892,0.4288,0,0,8,2
CJ,8/15/2019,0.8228,0.9403,0.8816,0,0,220,73
CKH,8/15/2019,0.3497,0.3120,0.3308,0,4,343,100
CL,8/15/2019,0.2074,0.2046,0.2060,949,707,93872,60587
CLAR,8/15/2019,0.3927,0.6080,0.5004,0,0,744,586
CLB,8/15/2019,0.5636,0.5538,0.5587,1944,66,8230,5889
CLBK,8/15/2019,0.0711,0.0542,0.0626,0,1,2374,365
CLBS,8/15/2019,0.6819,0.6423,0.6621,0,0,724,5
CLCT,8/15/2019,0.6760,0.4879,0.5820,38,235,318,2727
CLDPQ,8/15/2019,0.0000,0.0000,0.0000,0,0,3300,2
CLDR,8/15/2019,0.8473,0.8644,0.8558,2715,804,149806,378421
CLDT,8/15/2019,0.3976,0.2965,0.3470,18,12,952,919
CLDX,8/15/2019,0.8586,0.6650,0.7618,9,9,2763,911
CLF,8/15/2019,0.5867,0.5772,0.5820,13012,12633,233406,175921
CLFD,8/15/2019,0.5401,0.6683,0.6042,10,0,168,309
CLGX,8/15/2019,0.2667,0.2636,0.2652,25,0,595,441
CLH,8/15/2019,0.2770,0.2632,0.2701,4,10,325,590
CLI,8/15/2019,0.3497,0.2566,0.3032,0,0,677,116
CLIR,8/15/2019,0.0000,0.0000,0.0000,0,6,562,19
CLLS,8/15/2019,0.9112,0.7716,0.8414,6,2,1292,296
CLMT,8/15/2019,0.5898,0.7768,0.6833,234,17,26400,16300
CLNE,8/15/2019,1.0556,0.4154,0.7355,238,116,12157,1965
CLNY,8/15/2019,0.4590,0.3748,0.4169,326,21,16900,6982
CLR,8/15/2019,0.5432,0.5427,0.5430,458,192,29557,29770
CLS,8/15/2019,0.7305,0.8443,0.7874,6,0,1183,3362
CLSD,8/15/2019,0.0000,0.0000,0.0000,45,0,1524,1082
CLSN,8/15/2019,1.5930,1.6430,1.6180,25,10,1813,241
CLUB,8/15/2019,0.0000,0.0000,0.0000,0,0,1054,118
CLVS,8/15/2019,1.0725,1.0306,1.0516,2539,213,90787,37923
CLW,8/15/2019,0.5635,0.5382,0.5509,26,54,7041,691
CLX,8/15/2019,0.2158,0.2100,0.2129,1143,205,9373,9071
CM,8/15/2019,0.2272,0.2200,0.2236,54,1387,3241,10103
CMA,8/15/2019,0.3226,0.3697,0.3461,260,382,9173,17669
CMC,8/15/2019,0.4555,0.4403,0.4479,34,39,4336,2887
CMCM,8/15/2019,0.7387,0.8430,0.7909,279,4,7736,1342
CMCO,8/15/2019,0.4227,0.3672,0.3950,0,0,346,185
CMCSA,8/15/2019,0.2653,0.2615,0.2634,6740,3816,341551,412209
CMD,8/15/2019,0.3367,0.4219,0.3793,15,3,1401,1979
CME,8/15/2019,0.2196,0.2556,0.2376,1354,2198,34739,29535
CMFN,8/15/2019,1.0866,0.7287,0.9076,0,0,201,46
